anchors	qid	geni_id	wikidata_label	geni_name	evidence
2	Q106503	6000000024344914872	Dorothea von Braunschweig-Wolfenbüttel	Dorothea Welf Markgräfin von Brandenburg	father: Q77557 carries 311695983200008268, and so does our tree | mother: Q2616482 carries 6000000007329725674, and so does our tree
2	Q106591170	6000000006127808597	Elin Lewenhaupt	Elin Wennerberg	father: Q1388588 carries 6000000025610976203, and so does our tree | mother: Q79159051 carries 6000000007043117186, and so does our tree
2	Q106880926	6000000188939207823	Eugène d'Oultremont	Eugène Charles d'Oultremont	father: Q75487576 carries 6000000017614499679, and so does our tree | mother: Q75487573 carries 351264246460005262, and so does our tree
2	Q107116511	6000000003493098560	Francesca Sforza, dei Conti di Santa Fiora	Francesca Sforza	father: Q61707745 carries 6000000010259447830, and so does our tree | mother: Q465405 carries 6000000010626509672, and so does our tree
2	Q107305043	6000000011189785653	Grevinna Ulrike Ebba [Bielke]	Ulrika Ebba Nilsdotter Bielke	father: Q542015 carries 6000000003940503509, and so does our tree | mother: Q71606627 carries 6000000003940463417, and so does our tree
2	Q108432918	6000000015780376151	Costanza Barberini, Duchessa di San Marco	Costanza Barberini	father: Q6729457 carries 6000000009544358064, and so does our tree | mother: Q7086882 carries 6000000009544754056, and so does our tree
2	Q108447741	6000000012388176315	Elisabeth Dyk	Elisabet Andersdotter Dyk	father: Q96357580 carries 3929069267310061288, and so does our tree | mother: Q108447825 carries 6000000002965278985, and so does our tree
2	Q108654797	6000000001504812362	Ida Marie Ingeborg Konow	Ida Marie Ingeborg Konow	father: Q1794594 carries 6000000016494840393, and so does our tree | mother: Q108654800 carries 6000000001504812321, and so does our tree
2	Q108916311	6000000007511906640	Märta Filipsdotter (Bonde)	Märta Filipsdotter Bonde	father: Q99301904 carries 384955697100012616, and so does our tree | mother: Q16596393 carries 6000000003238844017, and so does our tree
2	Q109190953	6000000007551237515	Kerstin Gyllenstierna	Kerstin Gyllenstierna	father: Q5779478 carries 6000000006127174653, and so does our tree | mother: Q18230662 carries 6000000006079172500, and so does our tree
2	Q10931851	6000000023701469192	Xiahou Guangji		father: Q10871555 carries 6000000023701524179, and so does our tree | mother: Q76825137 carries 6000000023701606979, and so does our tree
2	Q109588951	6000000019928138684	Sophia Johanna Dillner	Johanna Sophia Dillner	father: Q107265463 carries 6000000019137359569, and so does our tree | mother: Q109604773 carries 6000000018911023902, and so does our tree
2	Q109802284	6000000009718686430	Eva Bielke	Eva Catharina Bielke till Salsta	father: Q5040249 carries 6000000006127744615, and so does our tree | mother: Q109296087 carries 6000000006127744622, and so does our tree
2	Q109807686	6000000017686314888	Elisabeth van Bronkhorst	Elisabeth van Bronckhorst	father: Q2838951 carries 6000000018642313501, and so does our tree | mother: Q109807688 carries 6000000015610875215, and so does our tree
2	Q109835413	6000000008890109344	Henrik Falkenberg af Bålby	Henrik Falkenberg	father: Q96212609 carries 6000000008889981884, and so does our tree | mother: Q109835417 carries 6000000008889776066, and so does our tree
2	Q110153200	6000000055799272853	Maria Elisabeth, Gräfin von Küenburg	Maria Elisabeth von Küenburg	father: Q94877709 carries 6000000048733274943, and so does our tree | mother: Q108927182 carries 6000000048731746912, and so does our tree
2	Q110153943	6000000003827521490	Ursula of Schaunberg	Ursula von Schaunberg	father: Q60484416 carries 6000000005414189917, and so does our tree | mother: Q56921411 carries 6000000003858572574, and so does our tree
2	Q110303577	322112186500007391	countess Margareta Svantesdotter av Stegeholm, Lady of Tureforsa	Margareta Svantesdotter Natt och Dag	father: Q3742134 carries 6000000006587230361, and so does our tree | mother: Q6148319 carries 6000000000047189049, and so does our tree
2	Q110303909	6000000003262082354	Holger Eirikson av Bjornholm, Lord of Boller	Holger Eriksen Eriksen Rosenkrantz	father: Q12310403 carries 6000000000769841369, and so does our tree | mother: Q96240747 carries 6000000000780481382, and so does our tree
2	Q110303916	6000000002813209746	Jakob Eriksen Hardenberg, Lord of Hvedholm, Sandholt and Arreskov	Jacob Eriksen Hardenberg af Hvedholm	father: Q110303917 carries 6000000002812818496, and so does our tree | mother: Q110303918 carries 6000000001504827433, and so does our tree
2	Q110303973	6000000007981027286	Predbjörn Gyldenstjerne, Lord of Vosborg and Svanholm	Predbjørn Knudsen Gyldenstierne	father: Q5779076 carries 6000000001699062829, and so does our tree | mother: Q110303956 carries 6000000000294669103, and so does our tree
2	Q110303989	6000000003515703368	Else Torbensdatter af Svanholm	Else Torbernsdatter Bille	father: Q15621898 carries 6000000002517621586, and so does our tree | mother: Q16595741 carries 6000000000296400640, and so does our tree
2	Q110304280	6000000009117282162	baroness Ide Helle Margrethe Krag	Ida Helle Margaretha Krag	father: Q4572524 carries 4117958212810071793, and so does our tree | mother: Q99472372 carries 4117939564830071840, and so does our tree
2	Q110304680	6000000001504296924	Anne Sehested	Anne Christensdatter Sehested	father: Q2152211 carries 6000000001910444957, and so does our tree | mother: Q110304681 carries 6000000002930106009, and so does our tree
2	Q110313423	6000000011490807457	Anna Sofia Carlsköld	Anna Sofia Carlsköld	father: Q5602818 carries 6000000009402005394, and so does our tree | mother: Q109835517 carries 6000000011716243215, and so does our tree
2	Q110313506	6000000001800855967	Baroness Anna Kirsti de Köyliö, Heiress of Gottenvik	Anna Christina Arvidsdotter Natt och Dag	father: Q42309384 carries 6000000006373537108, and so does our tree | mother: Q110304609 carries 6000000006373658143, and so does our tree
2	Q110313515	6000000012773896597	Lovisa Vilhelmina de Geer af Gödegard	Lovisa Vilhelmina Gyllenkrok de Geer	father: Q110313516 carries 6000000012773971878, and so does our tree | mother: Q110313518 carries 6000000000722140823, and so does our tree
2	Q110313581	6000000000075479007	Elin Henriksdotter Horn	Elin Henriksdotter Horn af Kanckas	father: Q3736159 carries 6000000008936886935, and so does our tree | mother: Q101247541 carries 6000000002737434264, and so does our tree
2	Q110370352	6000000015214685451	Claudine de Tournon-Roussillon	Claudine de Tournon	father: Q110370353 carries 6000000001849195435, and so does our tree | mother: Q5129310 carries 6000000001849260350, and so does our tree
2	Q110377773	6000000005607918426	Karl Nilsson Gädda	Karl Nilsson Gädda	father: Q110377775 carries 6000000006410410929, and so does our tree | mother: Q110377778 carries 6000000012301103568, and so does our tree
2	Q110386158	6000000001873687164	countess Eva Bielke	Eva Nilsdotter Bielke	father: Q542015 carries 6000000003940503509, and so does our tree | mother: Q71606627 carries 6000000003940463417, and so does our tree
2	Q110386161	6000000005622391270	Erik Gustaf Stenbock	Erik Gustaf Stenbock	father: Q968941 carries 6000000000182082027, and so does our tree | mother: Q12360621 carries 6000000000181955453, and so does our tree
2	Q110386178	6000000009724411290	Amalia Beata Silfversparre	Amalia Beata Silfversparre	father: Q6175936 carries 6000000008806509059, and so does our tree | mother: Q110386181 carries 6000000008806646045, and so does our tree
2	Q110425646	6000000002676162063	Jeanne 'l'ainée' de Créquy	Jeanne dit “L’Aînée” de Créquy dame de Bugnicourt	father: Q110580551 carries 6000000005578154214, and so does our tree | mother: Q110580552 carries 6000000006444211652, and so does our tree
2	Q110457071	6000000011232313787	Gräfin Charlotte Spohie Margrete von Bohlen	Charlotta Sofia Margareta von Bohlen Reichsgräfin	father: Q130374296 carries 6000000011232046773, and so does our tree | mother: Q131443781 carries 6000000011232440219, and so does our tree
2	Q110459208	4419784919120021680	Maria Virginia Borghese	Maria Virginia Borghese	father: Q7132152 carries 6000000010282725212, and so does our tree | mother: Q7086876 carries 4929655338500088334, and so does our tree
2	Q110548138	6000000006127159768	Anna Eriksdotter av Ekeberg	Anna Eriksdotter (Leijonhufvud)	father: Q5715509 carries 3137562, and so does our tree | mother: Q512822 carries 6000000001448151252, and so does our tree
2	Q110548880	6000000008638796706	Regina Christina Lillieberg	Regina Christina Lillienberg	father: Q110386182 carries 6000000007561877577, and so does our tree | mother: Q110386186 carries 6000000008638539925, and so does our tree
2	Q110548995	6000000006421241142	Kristin Andresdottir til Kjølberg, Heiress of Kjoelberg and Horningsholm	Kerstin von Bergen	father: Q109772031 carries 6000000007980708603, and so does our tree | mother: Q3307503 carries 6000000001504846742, and so does our tree
2	Q110549260	368483634080002549	Jöns Filipsson Bonde	Jöns Filipsson Bonde	father: Q99301904 carries 384955697100012616, and so does our tree | mother: Q16596393 carries 6000000003238844017, and so does our tree
2	Q110549313	4781121412330052301	Lave Beck til Gladsaxe, Lord of Andrarum, Gladsaxe	Lave Beck till Gladsax och Andrarum Stamfar Friis-Beck linje	father: Q5568122 carries 6000000002836177967, and so does our tree | mother: Q110549328 carries 6000000006128279226, and so does our tree
2	Q110549386	6000000008810797969	Axel Sehested	Axel Sehested	father: Q2152211 carries 6000000001910444957, and so does our tree | mother: Q110304681 carries 6000000002930106009, and so does our tree
2	Q110549447	6000000010472007777	Otte Henriksen Gyldenstierne til Iwersnaes	Otto Henriksen Gyldenstierne til Iversnæs	father: Q50804829 carries 6000000000725159715, and so does our tree | mother: Q110303313 carries 6000000002325798114, and so does our tree
2	Q110549523	6000000003104814757	Peder Torbensen Billde, lord of Svanholm & Kaersgaard	Peder Torbernsen Bille til Svanholm	father: Q15621898 carries 6000000002517621586, and so does our tree | mother: Q16595741 carries 6000000000296400640, and so does our tree
2	Q110549530	6000000003062948620	Anne Knudsdatter af Restrup	Anne Knudsdatter Gyldenstjerne	father: Q5779081 carries 6000000000725170698, and so does our tree | mother: Q110549448 carries 5251653855510129840, and so does our tree
2	Q110613823	6000000025126067333	Adrien, Comte d'Oultremont	Adrien Eugène Paul d'Oultremont Warfusée Wégimont	father: Q76272856 carries 5577854668340118067, and so does our tree | mother: Q76272857 carries 6000000002188453330, and so does our tree
2	Q110619269	6000000007436488271	Reinhold XI Gustav, Freiherr von Ungern-Sternberg	Reinhold Gustaf von Ungern-Sternberg	father: Q17446712 carries 6000000007436369600, and so does our tree | mother: Q107305204 carries 6000000007455410474, and so does our tree
2	Q110621125	6000000009098248550	Elisabet Üksküla	Gertrud Elisabet von Uexküll	father: Q18623965 carries 6000000007398417603, and so does our tree | mother: Q103773433 carries 6000000007398568468, and so does our tree
2	Q111416242	6000000007980285778	Carl Magnus Robsahm	Carl Magnus Robsahm	father: Q118496148 carries 339417234140005169, and so does our tree | mother: Q118496260 carries 6000000004886947360, and so does our tree
2	Q111423857	6000000022636974143	Antoinette de Rochechouart	Antonie Louise Victurnienne de Rochechouart Mortemart	father: Q2690559 carries 6000000014162425634, and so does our tree | mother: Q20196146 carries 6000000014126818469, and so does our tree
2	Q111424495	6000000000105239559	Wenzel Fredrik Rotkirch	Wentzel Fredrik Rotkirch	father: Q115974194 carries 6000000000100812855, and so does our tree | mother: Q105705287 carries 6000000000100890656, and so does our tree
2	Q111488221	6000000008941371309	Charlotta Elisabeth, Grevinna Posse	Charlotta Elisabet Posse	father: Q6054405 carries 6000000008941280324, and so does our tree | mother: Q82066777 carries 6000000008941351491, and so does our tree
2	Q111989231	6000000005653565002	Cathrine Christine Reventlow	Catharine Christine Reventlow	father: Q9207838 carries 6000000005646429009, and so does our tree | mother: Q110304293 carries 6000000005646765008, and so does our tree
2	Q111989392	6000000001504732198	Otte Jorgensen Marsvin	Otte Jørgensen Marsvin til Marsvinsholm	father: Q110457777 carries 6000000002059215188, and so does our tree | mother: Q110457778 carries 6000000001701402898, and so does our tree
2	Q111989640	6000000000671054153	Eleonora Maria Creutz	Eleonora Maria Creutz	father: Q5613214 carries 6000000000181955380, and so does our tree | mother: Q105705595 carries 6000000002394099466, and so does our tree
2	Q111998493	6000000013821465227	Maria Eleonore Huydecoper	Maria Eleonora Huydecoper	father: Q1690749 carries 6000000013640226856, and so does our tree | mother: Q98411938 carries 6000000013641055864, and so does our tree
2	Q112540653	6000000003009042370	Dorte Joachimsdatter Beck	Dorthe Jokumsdatter Beck	father: Q110549426 carries 6000000011782007257, and so does our tree | mother: Q110549427 carries 6000000038439372459, and so does our tree
2	Q112968342	6000000006127214583	Claes Hansson Kyle	Claes Hansson Kyle till Älvgärde	father: Q99302238 carries 5291213138660106567, and so does our tree | mother: Q99302248 carries 6000000003654319709, and so does our tree
2	Q112969891	6000000012118844421	Johan Reinhold Taube	Johan Reinhold Taube	father: Q112969894 carries 6000000012118713298, and so does our tree | mother: Q112969902 carries 6000000000036867072, and so does our tree
2	Q113007770	6000000013296788468	Maria Sofia Stierncrona	Maria Sofia Welt	father: Q6190297 carries 6000000008656586142, and so does our tree | mother: Q110547992 carries 6000000012813718363, and so does our tree
2	Q1133473	6000000012634689188	Cornelie Richter	Cornelie Agathe Meyerbeer	father: Q105237 carries 6000000008595380780, and so does our tree | mother: Q94752898 carries 6000000008595233903, and so does our tree
2	Q113633676	6000000001504689107	Karen Rothe	Karen Rothe	father: Q5039796 carries 6000000001504406171, and so does our tree | mother: Q107305451 carries 6000000001504410239, and so does our tree
2	Q114334	6000000006727794881	Wolfgang zu Stolberg-Wernigerode	Wolfgang von Stolberg Graf	father: Q831671 carries 6000000003827368077, and so does our tree | mother: Q2084891 carries 6000000003827409084, and so does our tree
2	Q114458273	328064865480001109	Samuel Walter Washington	Samuel Walter Washington	father: Q5544830 carries 6000000000669136730, and so does our tree | mother: Q6698561 carries 328061367880007095, and so does our tree
2	Q115633978	6000000001323506976	Guermond de Picquigny, Vidame d'Amiens	Guermond de Picquigny	father: Q115633979 carries 6000000003828058140, and so does our tree | mother: Q115633982 carries 6000000002187764877, and so does our tree
2	Q115870611	6000000003281416419	Jaakoppiina Saara Maaria of Nohrström	Jakobina Sara Maria Nohrström	father: Q115870612 carries 6000000000766270403, and so does our tree | mother: Q115870613 carries 6000000000766294297, and so does our tree
2	Q115974191	6000000001343307048	Berndt Johan Aminoff	Berndt Johan Aminoff	father: Q115870909 carries 6000000007947678744, and so does our tree | mother: Q115870919 carries 6000000006127792543, and so does our tree
2	Q115974224	6000000000100856879	Lorentz Hästesko-Fortuna	Lorentz Hästesko-Fortuna	father: Q112968699 carries 6000000012056591371, and so does our tree | mother: Q112968710 carries 6000000008620069653, and so does our tree
2	Q116187163	6000000023414995781	Johann Friedrich, Freiherr von Kettler	Johann Friedrich von Kettler	father: Q116187164 carries 6000000018202233288, and so does our tree | mother: Q116187165 carries 6000000018202233294, and so does our tree
2	Q116454777	6000000008907831628	Sara Catharina Olivecrona	Sara Catharina Olivecrona	father: Q122764334 carries 6000000008907482046, and so does our tree | mother: Q122764427 carries 6000000008907588749, and so does our tree
2	Q118175673	6000000008962271638	Hedvig Ulrika Catharina Ribbing	Hedvig Ulrika Catharina Ribbing af Zernava	father: Q19976970 carries 6000000001916424776, and so does our tree | mother: Q108911251 carries 6000000001916779028, and so does our tree
2	Q1186147	6000000006727885898	Constance of France, Countess of Toulouse	Constance de France comtesse consort de Toulouse	father: Q165883 carries 6000000003714562119, and so does our tree | mother: Q230561 carries 6000000005587789441, and so does our tree
2	Q1188419	4264137824880038907	Maria of Tver	Maria Borisovna of Tver'	father: Q4093742 carries 6000000009132462454, and so does our tree | mother: Q61754424 carries 6000000009132730377, and so does our tree
2	Q119068099	6000000026091259448	Eleonore Louise Gottlieb von Bistram	Eleonore Louise Gottlieb* von Bistram	father: Q128051252 carries 6000000026090628666, and so does our tree | mother: Q128165132 carries 6000000026091418049, and so does our tree
2	Q11917706	6000000006727749945	Dorotea de Solms-Sonnenwalde	Dorothea of Solms, Princess of Solms-Sonnenwalde Gräfin	father: Q25487370 carries 6000000014219277239, and so does our tree | mother: Q24662809 carries 6000000006727845981, and so does our tree
2	Q120199120	6000000030287902485	Карл Августович Ган	Karl Otto (Karl Augustovich) von Hahn	father: Q105103732 carries 6000000030529672724, and so does our tree | mother: Q105104488 carries 6000000013016633530, and so does our tree
2	Q12290747	6000000003645864216	Plautia Octavilla	Laelia Major	father: Q12285243 carries 6000000041263081677, and so does our tree | mother: Q12271293 carries 6000000041263225627, and so does our tree
2	Q122963862	6000000021412167572	Fredrik Sinclair	Fredrik Sinclair	father: Q1453247 carries 6000000034476825958, and so does our tree | mother: Q57887380 carries 6000000013401461284, and so does our tree
2	Q12306633	6000000005621142100	Conrad Ditlev Reventlow	Conrad Detlev Reventlow Greve	father: Q290255 carries 6000000004147710424, and so does our tree | mother: Q96954511 carries 6000000002162181247, and so does our tree
2	Q12318041	6000000009459384559	Ibi Trier Mørch	Elisabeth Trier (Ibi) Mørch	father: Q12309633 carries 6000000011843920402, and so does our tree | mother: Q12314546 carries 6000000011843482680, and so does our tree
2	Q1234340	6000000000467542216	Anna Komnene Angelina	Anna Komnena Angelina	father: Q37065 carries 6000000000515214098, and so does our tree | mother: Q272620 carries 6000000002187821018, and so does our tree
2	Q1240471	6000000004880720712	William de Ros, 6th Baron de Ros	William de Ros	father: Q7795496 carries 6000000004880976154, and so does our tree | mother: Q56372108 carries 6000000004880970410, and so does our tree
2	Q124425003	6000000004884976588	Alphonse de Riquet de Caraman Chimay	Michel Gabriel Alphonse Ferdinand Gabrielle de Riquet de Caraman Chimay prince de Chimay	father: Q3085007 carries 6000000007415617631, and so does our tree | mother: Q255635 carries 6000000016438465555, and so does our tree
2	Q124471715	6000000012726193790	Ричард-Теодор Гарпе	Richard* Theodor von Harpe	father: Q124471705 carries 6000000012721033065, and so does our tree | mother: Q124471797 carries 6000000012722750011, and so does our tree
2	Q124682	6000000001500841620	Valentina Visconti, Duchess of Orléans	Valentina Visconti	father: Q357539 carries 6000000003219772256, and so does our tree | mother: Q679986 carries 6000000001500832839, and so does our tree
2	Q125974067	6000000007511906647	Ulf Bonde	Ulf Filipsson Bonde	father: Q99301904 carries 384955697100012616, and so does our tree | mother: Q16596393 carries 6000000003238844017, and so does our tree
2	Q127270702	6000000008507931697	Per Filip Hierta, courtier marshal, lord of Heggatorp manor	Per Filip Larsson Hierta till Häggatorp	father: Q5805065 carries 6000000008325024229, and so does our tree | mother: Q122962093 carries 6000000008377576014, and so does our tree
2	Q127699324	6000000002699238648	Ruth von Essen	Ruth Ingrid Wallenberg	father: Q522153 carries 6000000004213938183, and so does our tree | mother: Q16616050 carries 6000000004213760892, and so does our tree
2	Q128208	6000000002043195252	Reginar IV, Count of Mons	Reginar IV count of Hainaut	father: Q128210 carries 6000000001744825392, and so does our tree | mother: Q2315828 carries 6000000001745028799, and so does our tree
2	Q13032127	6000000004533242523	Maria Mstislavna of Kyiv	Maria Agaphia of Kiev	father: Q41514 carries 6000000003049156212, and so does our tree | mother: Q2616032 carries 6000000003087125859, and so does our tree
2	Q130334214	6000000011353829497	Anna Sophie von der Lühe	Anna Sophie von der Lühe	father: Q130333896 carries 6000000019062764208, and so does our tree | mother: Q130333898 carries 6000000019062985109, and so does our tree
2	Q1330408	6000000006727778951	Elisabeth of Brandenburg-Ansbach-Kulmbach	Elisabeth Countess Of Brandenburg-Ansbach-Bayreuth	father: Q700425 carries 6000000001479974048, and so does our tree | mother: Q457586 carries 6000000001479998258, and so does our tree
2	Q134269502	6000000013477581006	noble Regina Wachtmeister	Regina Wachtmeister	father: Q104550242 carries 6000000011470292444, and so does our tree | mother: Q104550258 carries 6000000007522078651, and so does our tree
2	Q1348702	6000000003122346525	Ercole II d'Este, Duke of Ferrara	Ercole II d'Este 4°duca di Ferrara	father: Q188346 carries 6000000007734104563, and so does our tree | mother: Q191103 carries 6000000001045265093, and so does our tree
2	Q136145041	6000000006232138170	Count Alexandre Antoine Colonna-Walewski, Comte Walewski, Comte Colonna-Walewski	Alexandre Antoine Jean Colonna Walewski	father: Q435375 carries 6000000002376187259, and so does our tree | mother: Q267985 carries 6000000006231768015, and so does our tree
2	Q136376190	6000000000725251273	Niels Henriksen Friis	Niels Henriksen Friis af Ørbæklunde og Hesselager	father: Q110303285 carries 6000000000725126540, and so does our tree | mother: Q110303291 carries 6000000000725107454, and so does our tree
2	Q1379797	6000000021147074476	Leonello d'Este, Marquis of Ferrara	Leonello d'Este marquis of Ferrara	father: Q1608381 carries 6000000009134934503, and so does our tree | mother: Q3972941 carries 6000000015195065354, and so does our tree
2	Q1381833	6000000015228127384	Pirro Gonzaga	Pirro Gonzaga	father: Q3763024 carries 6000000003827671326, and so does our tree | mother: Q3619006 carries 6000000007764169228, and so does our tree
2	Q1388854	6000000000437053441	Robert III, Count of Dreux	"Robert III ""Gasteblé"", Comte de Dreux III"	father: Q1241350 carries 6000000003481830220, and so does our tree | mother: Q57398928 carries 6000000006727959511, and so does our tree
2	Q1390153	6000000000424760295	Louis of Brienne	"Louis de Brienne ""d'Acre"" vicomte de Beaumont-au Maine"	father: Q332704 carries 6000000000351094637, and so does our tree | mother: Q457667 carries 6000000000351094629, and so does our tree
2	Q139270634	6000000012999364732	Maria Alfthan	Maria Alfthan	father: Q139476144 carries 6000000000498210922, and so does our tree | mother: Q139477089 carries 6000000000498420455, and so does our tree
2	Q139620459	6000000024144178482	Franz Esterházy	Ferenc Esterházy de Galántha	father: Q18606028 carries 6000000015397584195, and so does our tree | mother: Q124626909 carries 6000000013806413206, and so does our tree
2	Q1460986	6000000003827438452	Frederick Magnus I, Count of Solms-Laubach	Friedrich Magnus zu Solms-Laubach-Sonnenwalde Graf	father: Q25487304 carries 6000000002980048942, and so does our tree | mother: Q90441 carries 6000000000598850973, and so does our tree
2	Q1506650	6000000004164938430	Georg Otto Wilhelm von Meyendorff		father: Q107293125 carries 6000000004164901799, and so does our tree | mother: Q107293099 carries 6000000004165416023, and so does our tree
2	Q154732	4994272588560101934	Agrippina the Younger	Julia Agrippina Minor	father: Q191039 carries 6000000003645753332, and so does our tree | mother: Q229413 carries 6000000000914276572, and so does our tree
2	Q15493716	6000000009627515574	Mortimer Loeb Schiff	Mortimer Leo Schiff	father: Q215801 carries 6000000007561910810, and so does our tree | mother: Q96087244 carries 6000000007561553104, and so does our tree
2	Q157179	6000000002244391295	Conrad IV of Germany	Conrad IV Hohenstaufen king of the Romans	father: Q130221 carries 6000000000424888017, and so does our tree | mother: Q233809 carries 6000000003146970504, and so does our tree
2	Q16158750	6000000009966159651	Fromhold Armfelt	Fromhold Armfelt	father: Q630283 carries 6000000002971041990, and so does our tree | mother: Q112969914 carries 6000000002972597349, and so does our tree
2	Q16162561	6000000006604709050	Christina Sofia Bielke	Christina Sofia Bielke	father: Q4083246 carries 6000000001606372289, and so does our tree | mother: Q108742457 carries 6000000001801564487, and so does our tree
2	Q1616509	6000000009504533644	Alfonso d'Este	Alfonso d'Este marchese di Montecchio	father: Q188346 carries 6000000007734104563, and so does our tree | mother: Q2308903 carries 6000000004360867647, and so does our tree
2	Q164178	6000000010260485924	Eléanore de Roye	Eléonore de Roucy de Roye	father: Q75393977 carries 6000000090183079848, and so does our tree | mother: Q66124359 carries 6000000007965870236, and so does our tree
2	Q16596096	6000000003577683616	Hedvig Catharina Piper	Hedvig Catharina Ekeblad	father: Q5629580 carries 6000000003578897828, and so does our tree | mother: Q1393227 carries 6000000006718066339, and so does our tree
2	Q166675	6000000001857968477	George William, Elector of Brandenburg	Georg Wilhelm Hohenzollern Kurfürst zu Brandenburg Herzog in Preußen	father: Q40746 carries 6000000003995207267, and so does our tree | mother: Q257510 carries 6000000001479577848, and so does our tree
2	Q16679679	6000000009515492555	Reinhold Johann Nasackin	Reinhold Johan Nassokin	father: Q116681268 carries 6000000011565110391, and so does our tree | mother: Q139602769 carries 6000000006715350960, and so does our tree
2	Q167401	6000000000742788611	Elizabeth of Luxembourg	Elisabeth of Luxembourg	father: Q57124 carries 6000000001500854063, and so does our tree | mother: Q231334 carries 6000000003858771217, and so does our tree
2	Q16747640	6000000006444130321	Margaret Stewart	Margaret Stewart	father: Q137906 carries 4229916861440069622, and so does our tree | mother: Q13646786 carries 6000000040438506283, and so does our tree
2	Q1678135	6000000002188640497	Jacques of Luxembourg	Jacques de Luxembourg	father: Q474571 carries 6000000003472754347, and so does our tree | mother: Q3290817 carries 6000000003472274918, and so does our tree
2	Q16828257	6000000006906876286	Philip Courtenay	Philip Courtenay	father: Q76884 carries 6000000010156109509, and so does our tree | mother: Q6760053 carries 6000000002318224004, and so does our tree
2	Q17130942	4781121438920028540	Leonora Sophie Ulfeldt	Leonora Sophie Corfitzsdatter Ulfeldt Grevinde	father: Q166808 carries 4781354198750075731, and so does our tree | mother: Q262989 carries 5291323691250086261, and so does our tree
2	Q1777628	6000000000688300441	Knut Birgersson, Riksjarl of Sweden	Knut Birgersson Bjälboätten	father: Q561866 carries 6000000003349637351, and so does our tree | mother: Q2925391 carries 6000000001169174151, and so does our tree
